,Id,AirTemperature
0,0.0,-2.4
1,1.0,-2.2
2,2.0,-2.1
3,3.0,-1.9
4,4.0,-1.8
5,5.0,-1.6
6,6.0,-1.5
7,7.0,-1.3
8,8.0,-1.2
9,9.0,-1.0
10,10.0,-0.9
11,11.0,-0.7
12,12.0,-0.6
13,13.0,-0.4
14,14.0,-0.3
15,15.0,-0.1
16,16.0,0.0
17,17.0,0.15
18,18.0,0.3
19,19.0,0.45
20,20.0,0.6
21,21.0,0.75
22,22.0,0.9
23,23.0,1.05
24,24.0,1.2
25,25.0,1.35
