,Id,AirTemperature
0,0.0,-2.1
1,1.0,-1.9
2,2.0,-1.8
3,3.0,-1.6
4,4.0,-1.5
5,5.0,-1.3
6,6.0,-1.2
7,7.0,-1.0
8,8.0,-0.9
9,9.0,-0.7
10,10.0,-0.6
11,11.0,-0.4
12,12.0,-0.3
13,13.0,-0.1
14,14.0,0.0
15,15.0,0.15
16,16.0,0.3
17,17.0,0.45
18,18.0,0.6
19,19.0,0.75
20,20.0,0.9
21,21.0,1.05
22,22.0,1.2
