,Id,AirTemperature
0,0.0,-1.5
1,1.0,-1.4
2,2.0,-1.3
3,3.0,-1.2
4,4.0,-1.1
5,5.0,-1.0
6,6.0,-0.9
7,7.0,-0.8
8,8.0,-0.7
9,9.0,-0.6
10,10.0,-0.5
11,11.0,-0.4
12,12.0,-0.3
13,13.0,-0.2
14,14.0,-0.1
15,15.0,0.0
16,16.0,0.1
17,17.0,0.2
18,18.0,0.3
19,19.0,0.4
20,20.0,0.5
21,21.0,0.6
22,22.0,0.7
23,23.0,0.8
24,24.0,0.9
