,Id,AirTemperature
0,0.0,-1.1
1,1.0,-1.0
2,2.0,-0.9
3,3.0,-0.8
4,4.0,-0.8
5,5.0,-0.7
6,6.0,-0.6
7,7.0,-0.5
8,8.0,-0.4
9,9.0,-0.4
10,10.0,-0.3
11,11.0,-0.2
12,12.0,-0.1
13,13.0,-0.0
14,14.0,0.0
15,15.0,0.08
16,16.0,0.16
17,17.0,0.24
18,18.0,0.32
19,19.0,0.4
20,20.0,0.48
21,21.0,0.56
22,22.0,0.64
23,23.0,0.72
24,24.0,0.8
25,25.0,0.88
