,Id,AirTemperature
0,0.0,-1.0
1,1.0,-0.9
2,2.0,-0.7
3,3.0,-0.6
4,4.0,-0.4
5,5.0,-0.3
6,6.0,-0.1
7,7.0,0.0
8,8.0,0.15
9,9.0,0.3
10,10.0,0.45
11,11.0,0.6
12,12.0,0.75
13,13.0,0.9
14,14.0,1.05
15,15.0,1.2
16,16.0,1.35
17,17.0,1.5
18,18.0,1.65
19,19.0,1.8
20,20.0,1.95
