,Id,AirTemperature
0,0.0,-1.8
1,1.0,-1.6
2,2.0,-1.5
3,3.0,-1.3
4,4.0,-1.2
5,5.0,-1.0
6,6.0,-0.9
7,7.0,-0.7
8,8.0,-0.6
9,9.0,-0.4
10,10.0,-0.3
11,11.0,-0.1
12,12.0,0.0
13,13.0,0.15
14,14.0,0.3
15,15.0,0.45
16,16.0,0.6
17,17.0,0.75
18,18.0,0.9
