,Id,AirTemperature
0,0.0,-1.6
1,1.0,-1.5
2,2.0,-1.3
3,3.0,-1.2
4,4.0,-1.0
5,5.0,-0.9
6,6.0,-0.7
7,7.0,-0.6
8,8.0,-0.4
9,9.0,-0.3
10,10.0,-0.1
11,11.0,0.0
12,12.0,0.15
13,13.0,0.3
14,14.0,0.45
15,15.0,0.6
16,16.0,0.75
17,17.0,0.9
18,18.0,1.05
19,19.0,1.2
