,Id,AirTemperature
0,0.0,-1.9
1,1.0,-1.8
2,2.0,-1.6
3,3.0,-1.5
4,4.0,-1.3
5,5.0,-1.2
6,6.0,-1.0
7,7.0,-0.9
8,8.0,-0.7
9,9.0,-0.6
10,10.0,-0.4
11,11.0,-0.3
12,12.0,-0.1
13,13.0,0.0
14,14.0,0.15
15,15.0,0.3
16,16.0,0.45
17,17.0,0.6
18,18.0,0.75
