,Id,AirTemperature
0,0.0,-1.2
1,1.0,-1.0
2,2.0,-0.9
3,3.0,-0.7
4,4.0,-0.6
5,5.0,-0.4
6,6.0,-0.3
7,7.0,-0.1
8,8.0,0.0
9,9.0,0.15
10,10.0,0.3
11,11.0,0.45
12,12.0,0.6
13,13.0,0.75
14,14.0,0.9
15,15.0,1.05
16,16.0,1.2
17,17.0,1.35
18,18.0,1.5
