,Id,AirTemperature
0,0.0,-1.2
1,1.0,-1.1
2,2.0,-1.0
3,3.0,-0.9
4,4.0,-0.8
5,5.0,-0.7
6,6.0,-0.6
7,7.0,-0.5
8,8.0,-0.4
9,9.0,-0.3
10,10.0,-0.2
11,11.0,-0.1
12,12.0,0.0
13,13.0,0.1
14,14.0,0.2
15,15.0,0.3
16,16.0,0.4
17,17.0,0.5
18,18.0,0.6
19,19.0,0.7
20,20.0,0.8
21,21.0,0.9
22,22.0,1.0
23,23.0,1.1
24,24.0,1.2
25,25.0,1.3
