,Id,AirTemperature
0,0.0,-1.2
1,1.0,-1.0
2,2.0,-0.8
3,3.0,-0.6
4,4.0,-0.4
5,5.0,-0.2
6,6.0,0.0
7,7.0,0.2
8,8.0,0.4
9,9.0,0.6
10,10.0,0.8
11,11.0,1.0
12,12.0,1.2
13,13.0,1.4
14,14.0,1.6
15,15.0,1.8
16,16.0,2.0
17,17.0,2.2
18,18.0,2.4
19,19.0,2.6
20,20.0,2.8
