,Id,AirTemperature
0,0.0,-0.9
1,1.0,-0.7
2,2.0,-0.6
3,3.0,-0.4
4,4.0,-0.3
5,5.0,-0.1
6,6.0,0.0
7,7.0,0.15
8,8.0,0.3
9,9.0,0.45
10,10.0,0.6
11,11.0,0.75
12,12.0,0.9
13,13.0,1.05
14,14.0,1.2
15,15.0,1.35
16,16.0,1.5
17,17.0,1.65
18,18.0,1.8
