,Id,AirTemperature
0,0.0,-1.5
1,1.0,-1.3
2,2.0,-1.2
3,3.0,-1.0
4,4.0,-0.9
5,5.0,-0.7
6,6.0,-0.6
7,7.0,-0.4
8,8.0,-0.3
9,9.0,-0.1
10,10.0,0.0
11,11.0,0.15
12,12.0,0.3
13,13.0,0.45
14,14.0,0.6
15,15.0,0.75
16,16.0,0.9
17,17.0,1.05
18,18.0,1.2
19,19.0,1.35
20,20.0,1.5
21,21.0,1.65
22,22.0,1.8
23,23.0,1.95
