,Id,AirTemperature
0,0.0,-1.3
1,1.0,-1.2
2,2.0,-1.0
3,3.0,-0.9
4,4.0,-0.7
5,5.0,-0.6
6,6.0,-0.4
7,7.0,-0.3
8,8.0,-0.1
9,9.0,0.0
10,10.0,0.15
11,11.0,0.3
12,12.0,0.45
13,13.0,0.6
14,14.0,0.75
15,15.0,0.9
16,16.0,1.05
17,17.0,1.2
18,18.0,1.35
19,19.0,1.5
20,20.0,1.65
21,21.0,1.8
